EnglishName,ScientificName,RegionalRedlist,GlobalRedlist,AdjustedRegionalRedlist,SoIBPriority,LTC,CAT,CriteriaA_Category,CriteriaB_Category,CriteriaC_Category,CriteriaD_Category,CriteriaA_String,CriteriaB_String,CriteriaC_String,CriteriaD_String,GlobalCriteriaString,Decline3GEN_A,Decline3GEN,Decline3GEN_A_Mean,Decline3GENMean,Decline3GEN_A_Lci,Decline3GENLci,Decline3GEN_A_Method,Years3GEN,Decline1GEN,Years1GEN,Decline2GEN,Years2GEN,Decline3GEN_C,Decline3GEN_C1_Method,Decline3GEN_ContinuingDeclineMethod,GenerationLength,ActualDeclinePercentage,YearsActualDecline,ContinuingDecline,ActualDeclinePercentage_C1,YearsActualDecline_C1,BiogPop1Percent,CMS,CITES,Schedule,Endemic,EOO,MaxEOO,DeclineEOO,EOOYearBandChange,MinAOO,MaxAOO,MinLocations,Locations,MaxLocations,Subspecies,TotalLikelyPop,TotalMaxPop,GlobalPopulation,GlobalEOO,GlobalAOO,GlobalRangePercent,GlobalPopulationTrend,MigratoryStatusIndia,GlobalRedlistURL
Chinese Rubythroat,Calliope tschebaiewi,Least Concern,Least Concern,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,,Unknown,NA,,,Appendix II,NA,Schedule-I,No,"619,813",,NA,NA,784,"(Max 55,007)",NA,NA,NA,1,,,Unknown,"521,000",,8%,Stable,Winter Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/103768594/132043312
White-tailed Robin,Myiomela leucura,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.18,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"984,602",,NA,NA,"1,995","(Max 150,257)",NA,NA,NA,1,,,Unknown,"7,290,000",,6%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/103768823/263830594
Blue-fronted Robin,Cinclidium frontale,Least Concern,Least Concern,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.21,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"83,286",,NA,NA,347,"(Max 15,766)",NA,NA,NA,2,,,Unknown,"1,300,000",,9%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22710117/264248527
Himalayan Bluetail,Tarsiger rufilatus,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.78,"-1.42% (0.2, -3.04) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"1,928,358",,NA,NA,,,NA,NA,NA,2,,,Unknown,"3,420,000",,12%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/22736114/264264740
Rufous-breasted Bush-Robin,Tarsiger hyperythrus,Least Concern,Least Concern,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.68,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"148,339",,NA,NA,827,"(Max 33,204)",NA,NA,NA,1,,,Unknown,"530,000",,29%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709748/263923369
White-browed Bush-Robin,Tarsiger indicus,Least Concern,Least Concern,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"128,940",,NA,NA,756,"(Max 28,280)",NA,NA,NA,1,,,Unknown,"3,160,000",,12%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709743/263924372
Golden Bush-Robin,Tarsiger chrysaeus,Least Concern,Least Concern,To be done,Low,Insufficient Data,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,,Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"1,173,195",,-15%,2008-2021 to 2022-2025,"3,279","(Max 160,412)",NA,NA,NA,2,,,Unknown,"2,050,000",,20%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709738/263924129
Yellow-rumped Flycatcher,Ficedula zanthopygia,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.19,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,,,NA,NA,,,NA,NA,NA,1,,,Unknown,"998,000",,NA,Decreasing,Passage Migrant & Localized Winter Migrant,https://www.iucnredlist.org/species/22709325/227972217
Slaty-backed Flycatcher,Ficedula erithacus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.89,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"383,656",,NA,NA,438,"(Max 73,620)",NA,NA,NA,1,,,Unknown,"2,750,000",,6%,Decreasing,Summer Migrant & Localized Winter Migrant,https://www.iucnredlist.org/species/22709334/264254810
Black-and-orange Flycatcher,Ficedula nigrorufa,Least Concern,Least Concern,Least Concern,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,,Unknown,NA,,,NA,NA,Schedule-II,Yes,"54,584",,NA,NA,"3,086","(Max 15,149)",NA,NA,NA,1,,,Unknown,"53,300",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/22709415/118488735
Slaty-blue Flycatcher,Ficedula tricolor,Least Concern,Least Concern,To be done,Moderate,Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.9,"0.74% (2.71, -1.23) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"1,332,210",,NA,NA,,,NA,NA,NA,3,,,Unknown,"2,470,000",,16%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709409/263852787
Snowy-browed Flycatcher,Ficedula hyperythra,Least Concern,Least Concern,To be done,Low,Insufficient Data,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA,,Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"1,062,465",,NA,NA,"2,504","(Max 167,902)",NA,NA,NA,1,,,Unknown,"15,700,000",,10%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/103769540/264255026
Pygmy Flycatcher,Ficedula hodgsoni,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"331,629",,NA,NA,"1,278","(Max 79,347)",NA,NA,NA,1,,,Unknown,"8,470,000",,12%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709591/181847912
Rufous-gorgeted Flycatcher,Ficedula strophiata,Least Concern,Least Concern,To be done,Moderate,Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.22,"-0.4% (0.64, -1.44) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"1,419,763",,NA,NA,,,NA,NA,NA,1,,,Unknown,"5,250,000",,10%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709337/263824519
Sapphire Flycatcher,Ficedula sapphira,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.82,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"339,942",,NA,NA,"1,091","(Max 83,554)",NA,NA,NA,1,,,Unknown,"2,520,000",,12%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22709412/264320779
Little Pied Flycatcher,Ficedula westermanni,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"1,141,583",,NA,NA,,,NA,NA,NA,2,,,Unknown,"14,100,000",,13%,Decreasing,Altitudinal Migrant,https://www.iucnredlist.org/species/22709403/264330922
Ultramarine Flycatcher,Ficedula superciliaris,Least Concern,Least Concern,To be done,High,Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,13,13,26,26,38,38,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.83,"-3.03% (-1.36, -4.69) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"3,410,712",,NA,NA,,,NA,NA,NA,2,,,Unknown,"2,190,000",,58%,Stable,Within-India Migrant,https://www.iucnredlist.org/species/22709406/181848930
Rusty-tailed Flycatcher,Ficedula ruficauda,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"3,000,415",,NA,NA,,,NA,NA,NA,1,,,Unknown,"139,000",,63%,Decreasing,Within-India Migrant,https://www.iucnredlist.org/species/22709217/264310899
Taiga Flycatcher,Ficedula albicilla,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.17,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"5,819,359",,NA,NA,,,NA,NA,NA,1,,,Unknown,"9,250,000",,7%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22734119/264281397
Kashmir Flycatcher,Ficedula subrubra,Least Concern,Vulnerable,To be done,High,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,C2a(ii),NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.91,NA,,Unknown,NA,,,Appendix II,NA,Schedule-I,No,"1,185,035",,NA,NA,396,"(Max 387,267)",NA,NA,NA,1,,,"5,000-25,000","15,000",,99%,Decreasing,Within-India Migrant,https://www.iucnredlist.org/species/22709346/152527869
Red-breasted Flycatcher,Ficedula parva,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.82,"0.42% (1.62, -0.77) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"3,147,525",,NA,NA,,,NA,NA,NA,1,,,"3,590,000-6,870,000,4,930,000","5,850,000",,10%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22735909/166448490
Blue-fronted Redstart,Phoenicurus frontalis,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.82,"-1.12% (0.28, -2.52) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"1,502,006",,NA,NA,,,NA,NA,NA,1,,,Unknown,"2,530,000",,8%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22710084/263883518
Plumbeous Redstart,Phoenicurus fuliginosus,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.89,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"1,947,864",,NA,NA,,,NA,NA,NA,1,,,Unknown,"10,800,000",,6%,Stable,Resident & Local Migrant,https://www.iucnredlist.org/species/22710092/263880796
Rufous-backed Redstart,Phoenicurus erythronotus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.89,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"22,705","(Max 29,195)",NA,NA,277,"(Max 9,389)",NA,NA,NA,1,,,Unknown,"2,310,000",,5%,Stable,Winter Migrant,https://www.iucnredlist.org/species/22710034/263889990
White-capped Redstart,Phoenicurus leucocephalus,Least Concern,Least Concern,To be done,High,Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,19,19,31,31,41,41,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.16,"-3.63% (-2.12, -5.14) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"1,529,329",,NA,NA,,,NA,NA,NA,1,,,Unknown,"6,740,000",,6%,Stable,Resident & Within-India Migrant,https://www.iucnredlist.org/species/22710087/263884464
Blue-capped Redstart,Phoenicurus coeruleocephala,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.72,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"672,249",,NA,NA,,,NA,NA,NA,1,,,Unknown,"325,000",,11%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22710043/263888769
Hodgson's Redstart,Phoenicurus hodgsoni,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.77,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"249,210",,NA,NA,"1,991","(Max 57,684)",NA,NA,NA,1,,,Unknown,"1,960,000",,5%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22710060/264335823
White-throated Redstart,Phoenicurus schisticeps,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.97,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"35,406",,NA,NA,238,"(Max 3,250)",NA,NA,NA,1,,,Unknown,"1,510,000",,3%,Stable,Winter Migrant,https://www.iucnredlist.org/species/22710063/263876024
White-winged Redstart,Phoenicurus erythrogastrus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.92,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"783,719",,NA,NA,"2,675","(Max 78,873)",NA,NA,NA,1,,,Unknown,"10,900,000",,3%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22710072/280897203
Black Redstart,Phoenicurus ochruros,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,14,14,21,21,28,28,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.63,"-2.37% (-1.45, -3.28) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"4,557,331",,NA,NA,,,NA,NA,NA,2,,,"13,100,000-21,300,000,16,600,000","4,880,000",,11%,Stable,Winter Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/22710051/166353782
Daurian Redstart,Phoenicurus auroreus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"181,459",,NA,NA,"1,628","(Max 52,359)",NA,NA,NA,1,,,Unknown,"5,370,000",,2%,Stable,Winter Migrant,https://www.iucnredlist.org/species/22710066/263874453
Chestnut-bellied Rock-Thrush,Monticola rufiventris,Least Concern,Least Concern,To be done,High,Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,16,16,27,27,37,37,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.42,"-3.12% (-1.69, -4.55) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"1,251,024",,NA,NA,,,NA,NA,NA,1,,,Unknown,"5,190,000",,6%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22708281/264302395
Blue-capped Rock-Thrush,Monticola cinclorhyncha,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"3,536,718",,NA,NA,,,NA,NA,NA,1,,,Unknown,"1,130,000",,78%,Stable,Within-India Migrant,https://www.iucnredlist.org/species/22708271/155602124
Rufous-tailed Rock-Thrush,Monticola saxatilis,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.35,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"8,179","(Max 27,836)",NA,NA,22,"(Max 4,207)",NA,NA,NA,1,,,"895,000-2,860,000","14,000,000",,NA,Unknown,Passage Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/22708257/264537355
Blue Rock-Thrush,Monticola solitarius,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,15,15,21,21,28,28,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.28,"-2.38% (-1.59, -3.17) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"4,876,404",,NA,NA,,,NA,NA,NA,3,,,"1,340,000-3,090,000","66,600,000",,15%,Unknown,Winter Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/22708286/264530308
White-browed Bushchat,Saxicola macrorhynchus,Least Concern,Vulnerable,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,C2a(ii),NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.55,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"289,269",,NA,NA,412,"(Max 86,994)",NA,NA,NA,1,,,"2,500-15,000","63,000",,73%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22710160/269573263
White-throated Bushchat,Saxicola insignis,Least Concern,Vulnerable,To be done,High,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,C2a(ii),NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.59,NA,,Unknown,NA,,,Appendix II,NA,Schedule-I,No,"6,818","(Max 13,468)",NA,NA,11,"(Max 3,564)",NA,NA,NA,1,,,"2,500-9,999","232,000",,24%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22710172/131880644
Siberian Stonechat,Saxicola maurus,Least Concern,Not recognized,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"-0.67% (0.62, -1.95) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"4,898,082",,NA,NA,,,NA,NA,NA,3,,,"11,800,000-18,400,000,14,600,000","5,810,000",,5%,Decreasing,Winter Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/22710184/166356128
Amur Stonechat,Saxicola stejnegeri,Least Concern,Not recognized,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"3,463","(Max 7,625)",NA,NA,323,(Max 751),NA,NA,NA,1,,,"11,800,000-18,400,000,14,600,000","5,810,000",,NA,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22710184/166356128
White-tailed Stonechat,Saxicola leucurus,Least Concern,Least Concern,To be done,Low,Insufficient Data,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,,Yes,NA,,,NA,NA,Schedule-II,No,"1,075,199",,NA,NA,968,"(Max 187,074)",NA,NA,NA,1,,,Unknown,"3,540,000",,34%,Stable,Resident,https://www.iucnredlist.org/species/22710202/263896033
Pied Bushchat,Saxicola caprata,Least Concern,Least Concern,To be done,Low,Stable,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"4,383,576",,NA,NA,,,NA,NA,NA,4,,,Unknown,"25,400,000",,31%,Stable,Resident & Within-India Migrant,https://www.iucnredlist.org/species/22710209/263910113
Jerdon's Bushchat,Saxicola jerdoni,Near Threatened,Least Concern,To be done,High,Insufficient Data,Insufficient Data,NA,NT,NA,NA,NA,B2b(i),NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"313,260",,-0.9%,2012-2021 to 2022-2025,48,"(Max 43,654)",NA,NA,NA,1,,,Unknown,"955,000",,32%,Stable,Resident,https://www.iucnredlist.org/species/22710214/263910559
Grey Bushchat,Saxicola ferreus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.47,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"2,319,963",,NA,NA,,,NA,NA,NA,2,,,Unknown,"7,640,000",,17%,Stable,Resident & Within-India Migrant,https://www.iucnredlist.org/species/22710218/263907764
Northern Wheatear,Oenanthe oenanthe,Near Threatened,Least Concern,To be done,NA,NA,NA,NA,NT,NA,NA,NA,B1b(i)+B2b(i),NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.62,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"13,902","(Max 18,412)",-99.4%,2013-2021 to 2022-2025,20,"(Max 4,528)",NA,NA,NA,2,,,"10,800,000-29,300,000,17,500,000","10,200,000",,NA,Unknown,Passage Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/103773898/200214214
Isabelline Wheatear,Oenanthe isabellina,Near Threatened,Least Concern,To be done,High,Rapid Decline,Decline,NT,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,25,25,40,40,52,52,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.68,"-4.95% (-2.84, -7.05) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"1,955,428",,NA,NA,,,NA,NA,NA,1,,,"30,800,000-88,000,000","16,000,000",,5%,Unknown,Winter Migrant,https://www.iucnredlist.org/species/22710333/264528960
Desert Wheatear,Oenanthe deserti,Least Concern,Least Concern,To be done,High,Rapid Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,19,19,25,25,30,30,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.59,"-2.8% (-2.05, -3.55) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"2,540,645",,NA,NA,,,NA,NA,NA,2,,,Unknown,"21,400,000",,7%,Unknown,Winter Migrant & Localized Summer Migrant,https://www.iucnredlist.org/species/22710325/280944994
Pied Wheatear,Oenanthe pleschanka,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.56,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"589,297",,NA,NA,256,"(Max 180,270)",NA,NA,NA,1,,,"545,000-997,000","5,110,000",,< 1%,Unknown,Summer Migrant,https://www.iucnredlist.org/species/22710308/264536695
Brown Rock Chat,Oenanthe fusca,Least Concern,Least Concern,To be done,Low,Stable,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"-2.07% (0.23, -4.37) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"2,368,762",,NA,NA,,,NA,NA,NA,1,,,Unknown,"1,610,000",,98%,Stable,Resident,https://www.iucnredlist.org/species/22710376/132087417
Variable Wheatear,Oenanthe picata,Least Concern,Least Concern,To be done,High,Rapid Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,19,19,26,26,32,32,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.67,"-2.93% (-2.13, -3.73) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"1,331,605",,NA,NA,,,NA,NA,NA,1,,,Unknown,"2,110,000",,18%,Stable,Winter Migrant,https://www.iucnredlist.org/species/22710295/155609933
Hume's Wheatear,Oenanthe albonigra,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,,,NA,NA,,,NA,NA,NA,1,,,Unknown,"3,000,000",,< 1%,Stable,Uncertain,https://www.iucnredlist.org/species/22710248/132085748
